"","date","tmin","year","month","day","wy","yd","wyd","tmax","tmean","location"
"9628",2044-05-11,14.0176,2044,5,11,2044,132,224,26.2039,20.11075,"Santa Barbara"
"9629",2044-05-12,13.148,2044,5,12,2044,133,225,25.6983,19.42315,"Santa Barbara"
"9630",2044-05-13,15.697,2044,5,13,2044,134,226,24.8419,20.26945,"Santa Barbara"
"9631",2044-05-14,13.7285,2044,5,14,2044,135,227,24.9902,19.35935,"Santa Barbara"
"9632",2044-05-15,12.7702,2044,5,15,2044,136,228,23.6687,18.21945,"Santa Barbara"
"9633",2044-05-16,11.6141,2044,5,16,2044,137,229,23.6354,17.62475,"Santa Barbara"
"9634",2044-05-17,11.6915,2044,5,17,2044,138,230,22.1726,16.93205,"Santa Barbara"
"9635",2044-05-18,10.4793,2044,5,18,2044,139,231,24.7529,17.6161,"Santa Barbara"
"9636",2044-05-19,9.2967,2044,5,19,2044,140,232,23.8553,16.576,"Santa Barbara"
"9637",2044-05-20,9.4493,2044,5,20,2044,141,233,23.4454,16.44735,"Santa Barbara"
"9638",2044-05-21,9.0744,2044,5,21,2044,142,234,24.9468,17.0106,"Santa Barbara"
"9639",2044-05-22,13.6704,2044,5,22,2044,143,235,23.1264,18.3984,"Santa Barbara"
"9640",2044-05-23,12.0881,2044,5,23,2044,144,236,22.7221,17.4051,"Santa Barbara"
"9641",2044-05-24,12.19,2044,5,24,2044,145,237,22.1133,17.15165,"Santa Barbara"
"9642",2044-05-25,13.3136,2044,5,25,2044,146,238,20.8718,17.0927,"Santa Barbara"
"9643",2044-05-26,11.2152,2044,5,26,2044,147,239,24.4039,17.80955,"Santa Barbara"
"9644",2044-05-27,14.1131,2044,5,27,2044,148,240,25.1396,19.62635,"Santa Barbara"
"9645",2044-05-28,13.5689,2044,5,28,2044,149,241,21.5891,17.579,"Santa Barbara"
"9646",2044-05-29,13.4245,2044,5,29,2044,150,242,22.1653,17.7949,"Santa Barbara"
"9647",2044-05-30,13.2981,2044,5,30,2044,151,243,23.5816,18.43985,"Santa Barbara"
"9648",2044-05-31,10.683,2044,5,31,2044,152,244,22.7018,16.6924,"Santa Barbara"
"9649",2044-06-01,11.3491,2044,6,1,2044,153,245,23.6334,17.49125,"Santa Barbara"
"9650",2044-06-02,12.2202,2044,6,2,2044,154,246,26.0785,19.14935,"Santa Barbara"
"9651",2044-06-03,11.0429,2044,6,3,2044,155,247,24.7396,17.89125,"Santa Barbara"
"9652",2044-06-04,11.4347,2044,6,4,2044,156,248,25.9414,18.68805,"Santa Barbara"
"9653",2044-06-05,11.6135,2044,6,5,2044,157,249,25.3476,18.48055,"Santa Barbara"
"9654",2044-06-06,12.6587,2044,6,6,2044,158,250,23.7577,18.2082,"Santa Barbara"
"9655",2044-06-07,12.9799,2044,6,7,2044,159,251,23.2605,18.1202,"Santa Barbara"
"9656",2044-06-08,14.4484,2044,6,8,2044,160,252,24.1731,19.31075,"Santa Barbara"
"9657",2044-06-09,14.1576,2044,6,9,2044,161,253,22.9018,18.5297,"Santa Barbara"
"9658",2044-06-10,12.7653,2044,6,10,2044,162,254,22.0331,17.3992,"Santa Barbara"
"9659",2044-06-11,11.2988,2044,6,11,2044,163,255,21.854,16.5764,"Santa Barbara"
"9660",2044-06-12,10.8404,2044,6,12,2044,164,256,20.4409,15.64065,"Santa Barbara"
"9661",2044-06-13,10.8123,2044,6,13,2044,165,257,24.6714,17.74185,"Santa Barbara"
"9662",2044-06-14,10.376,2044,6,14,2044,166,258,25.079,17.7275,"Santa Barbara"
"9663",2044-06-15,12.7861,2044,6,15,2044,167,259,24.8255,18.8058,"Santa Barbara"
"9664",2044-06-16,10.593,2044,6,16,2044,168,260,25.59,18.0915,"Santa Barbara"
"9665",2044-06-17,12.2467,2044,6,17,2044,169,261,29.1451,20.6959,"Santa Barbara"
"9666",2044-06-18,10.7468,2044,6,18,2044,170,262,25.4189,18.08285,"Santa Barbara"
"9667",2044-06-19,13.0702,2044,6,19,2044,171,263,22.3168,17.6935,"Santa Barbara"
"9668",2044-06-20,11.7354,2044,6,20,2044,172,264,23.076,17.4057,"Santa Barbara"
"9669",2044-06-21,10.5257,2044,6,21,2044,173,265,23.8607,17.1932,"Santa Barbara"
"9670",2044-06-22,11.3192,2044,6,22,2044,174,266,21.1523,16.23575,"Santa Barbara"
"9671",2044-06-23,12.9297,2044,6,23,2044,175,267,23.6175,18.2736,"Santa Barbara"
"9672",2044-06-24,12.9957,2044,6,24,2044,176,268,22.9416,17.96865,"Santa Barbara"
"9673",2044-06-25,11.6322,2044,6,25,2044,177,269,24.0384,17.8353,"Santa Barbara"
"9674",2044-06-26,12.5928,2044,6,26,2044,178,270,26.4351,19.51395,"Santa Barbara"
"9675",2044-06-27,13.9843,2044,6,27,2044,179,271,23.8659,18.9251,"Santa Barbara"
"9676",2044-06-28,14.5483,2044,6,28,2044,180,272,25.2645,19.9064,"Santa Barbara"
"9677",2044-06-29,13.0618,2044,6,29,2044,181,273,22.0337,17.54775,"Santa Barbara"
"9678",2044-06-30,13.5476,2044,6,30,2044,182,274,23.6908,18.6192,"Santa Barbara"
"9679",2044-07-01,12.9887,2044,7,1,2044,183,275,24.7314,18.86005,"Santa Barbara"
"9680",2044-07-02,15.4076,2044,7,2,2044,184,276,30.2532,22.8304,"Santa Barbara"
"9681",2044-07-03,14.295,2044,7,3,2044,185,277,28.6837,21.48935,"Santa Barbara"
"9682",2044-07-04,14.9017,2044,7,4,2044,186,278,28.286,21.59385,"Santa Barbara"
"9683",2044-07-05,14.2076,2044,7,5,2044,187,279,24.1168,19.1622,"Santa Barbara"
"9684",2044-07-06,13.6897,2044,7,6,2044,188,280,22.9691,18.3294,"Santa Barbara"
"9685",2044-07-07,14.7224,2044,7,7,2044,189,281,25.3819,20.05215,"Santa Barbara"
"9686",2044-07-08,13.7013,2044,7,8,2044,190,282,22.7237,18.2125,"Santa Barbara"
"9687",2044-07-09,15.0399,2044,7,9,2044,191,283,23.5164,19.27815,"Santa Barbara"
"9688",2044-07-10,15.9009,2044,7,10,2044,192,284,23.3596,19.63025,"Santa Barbara"
"9689",2044-07-11,16.4421,2044,7,11,2044,193,285,24.1399,20.291,"Santa Barbara"
"9690",2044-07-12,15.3567,2044,7,12,2044,194,286,23.2453,19.301,"Santa Barbara"
"9691",2044-07-13,12.8853,2044,7,13,2044,195,287,24.1978,18.54155,"Santa Barbara"
"9692",2044-07-14,12.8546,2044,7,14,2044,196,288,24.2967,18.57565,"Santa Barbara"
"9693",2044-07-15,13.1966,2044,7,15,2044,197,289,24.8612,19.0289,"Santa Barbara"
"9694",2044-07-16,15.7674,2044,7,16,2044,198,290,23.0077,19.38755,"Santa Barbara"
"9695",2044-07-17,15.1319,2044,7,17,2044,199,291,23.5403,19.3361,"Santa Barbara"
"9696",2044-07-18,13.4481,2044,7,18,2044,200,292,25.1086,19.27835,"Santa Barbara"
"9697",2044-07-19,14.327,2044,7,19,2044,201,293,25.4811,19.90405,"Santa Barbara"
"9698",2044-07-20,15.5047,2044,7,20,2044,202,294,26.737,21.12085,"Santa Barbara"
"9699",2044-07-21,15.5173,2044,7,21,2044,203,295,26.9621,21.2397,"Santa Barbara"
"9700",2044-07-22,15.4723,2044,7,22,2044,204,296,26.6121,21.0422,"Santa Barbara"
"9701",2044-07-23,16.7451,2044,7,23,2044,205,297,28.0333,22.3892,"Santa Barbara"
"9702",2044-07-24,15.1782,2044,7,24,2044,206,298,26.6755,20.92685,"Santa Barbara"
"9703",2044-07-25,16.0615,2044,7,25,2044,207,299,24.0601,20.0608,"Santa Barbara"
"9704",2044-07-26,16.6148,2044,7,26,2044,208,300,24.1412,20.378,"Santa Barbara"
"9705",2044-07-27,16.1772,2044,7,27,2044,209,301,28.8145,22.49585,"Santa Barbara"
"9706",2044-07-28,15.8703,2044,7,28,2044,210,302,27.3193,21.5948,"Santa Barbara"
"9707",2044-07-29,16.0409,2044,7,29,2044,211,303,27.1145,21.5777,"Santa Barbara"
"9708",2044-07-30,13.5811,2044,7,30,2044,212,304,24.0906,18.83585,"Santa Barbara"
"9709",2044-07-31,13.5732,2044,7,31,2044,213,305,25.8516,19.7124,"Santa Barbara"
"9710",2044-08-01,14.0004,2044,8,1,2044,214,306,27.6171,20.80875,"Santa Barbara"
"9711",2044-08-02,15.3958,2044,8,2,2044,215,307,30.7891,23.09245,"Santa Barbara"
"9712",2044-08-03,16.8047,2044,8,3,2044,216,308,30.3895,23.5971,"Santa Barbara"
"9713",2044-08-04,16.9339,2044,8,4,2044,217,309,27.6734,22.30365,"Santa Barbara"
"9714",2044-08-05,17.9861,2044,8,5,2044,218,310,29.5145,23.7503,"Santa Barbara"
"9715",2044-08-06,15.2798,2044,8,6,2044,219,311,28.0926,21.6862,"Santa Barbara"
"9716",2044-08-07,14.0624,2044,8,7,2044,220,312,25.4124,19.7374,"Santa Barbara"
"9717",2044-08-08,16.3546,2044,8,8,2044,221,313,26.0769,21.21575,"Santa Barbara"
"9718",2044-08-09,17.1061,2044,8,9,2044,222,314,26.8062,21.95615,"Santa Barbara"
"9719",2044-08-10,17.6414,2044,8,10,2044,223,315,24.6778,21.1596,"Santa Barbara"
"9720",2044-08-11,16.9254,2044,8,11,2044,224,316,24.3152,20.6203,"Santa Barbara"
"9721",2044-08-12,15.1874,2044,8,12,2044,225,317,25.7222,20.4548,"Santa Barbara"
"9722",2044-08-13,14.6444,2044,8,13,2044,226,318,26.602,20.6232,"Santa Barbara"
"9723",2044-08-14,15.5244,2044,8,14,2044,227,319,26.1249,20.82465,"Santa Barbara"
"9724",2044-08-15,16.7005,2044,8,15,2044,228,320,29.0101,22.8553,"Santa Barbara"
"9725",2044-08-16,15.7283,2044,8,16,2044,229,321,28.498,22.11315,"Santa Barbara"
"9726",2044-08-17,16.6847,2044,8,17,2044,230,322,26.8858,21.78525,"Santa Barbara"
"9727",2044-08-18,16.0623,2044,8,18,2044,231,323,27.3806,21.72145,"Santa Barbara"
"9728",2044-08-19,13.5109,2044,8,19,2044,232,324,24.9298,19.22035,"Santa Barbara"
"9729",2044-08-20,12.937,2044,8,20,2044,233,325,24.2944,18.6157,"Santa Barbara"
"9730",2044-08-21,15.0821,2044,8,21,2044,234,326,26.9522,21.01715,"Santa Barbara"
"9731",2044-08-22,15.347,2044,8,22,2044,235,327,24.8411,20.09405,"Santa Barbara"
"9732",2044-08-23,14.8575,2044,8,23,2044,236,328,25.5445,20.201,"Santa Barbara"
"9733",2044-08-24,15.4246,2044,8,24,2044,237,329,27.2085,21.31655,"Santa Barbara"
"9734",2044-08-25,14.6871,2044,8,25,2044,238,330,26.7508,20.71895,"Santa Barbara"
"9735",2044-08-26,16.789,2044,8,26,2044,239,331,27.6075,22.19825,"Santa Barbara"
"9736",2044-08-27,15.0653,2044,8,27,2044,240,332,27.725,21.39515,"Santa Barbara"
"9737",2044-08-28,15.5891,2044,8,28,2044,241,333,27.4064,21.49775,"Santa Barbara"
"9738",2044-08-29,17.8667,2044,8,29,2044,242,334,26.8235,22.3451,"Santa Barbara"
"9739",2044-08-30,16.795,2044,8,30,2044,243,335,24.9053,20.85015,"Santa Barbara"
"9740",2044-08-31,18.6229,2044,8,31,2044,244,336,25.2555,21.9392,"Santa Barbara"
"9741",2044-09-01,18.5586,2044,9,1,2044,245,337,24.7691,21.66385,"Santa Barbara"
"9742",2044-09-02,16.7068,2044,9,2,2044,246,338,24.3001,20.50345,"Santa Barbara"
"9743",2044-09-03,14.6888,2044,9,3,2044,247,339,24.1298,19.4093,"Santa Barbara"
"9744",2044-09-04,12.6191,2044,9,4,2044,248,340,23.6874,18.15325,"Santa Barbara"
"9745",2044-09-05,10.9236,2044,9,5,2044,249,341,24.0023,17.46295,"Santa Barbara"
"9746",2044-09-06,9.3086,2044,9,6,2044,250,342,24.7192,17.0139,"Santa Barbara"
"9747",2044-09-07,9.4748,2044,9,7,2044,251,343,24.4936,16.9842,"Santa Barbara"
"9748",2044-09-08,13.7988,2044,9,8,2044,252,344,24.7881,19.29345,"Santa Barbara"
"9749",2044-09-09,14.175,2044,9,9,2044,253,345,23.8002,18.9876,"Santa Barbara"
"9750",2044-09-10,14.2061,2044,9,10,2044,254,346,24.8477,19.5269,"Santa Barbara"
"9751",2044-09-11,14.1998,2044,9,11,2044,255,347,24.9653,19.58255,"Santa Barbara"
"9752",2044-09-12,13.8385,2044,9,12,2044,256,348,23.6599,18.7492,"Santa Barbara"
"9753",2044-09-13,13.1173,2044,9,13,2044,257,349,24.1975,18.6574,"Santa Barbara"
"9754",2044-09-14,13.8658,2044,9,14,2044,258,350,25.9539,19.90985,"Santa Barbara"
"9755",2044-09-15,15.3034,2044,9,15,2044,259,351,25.0468,20.1751,"Santa Barbara"
"9756",2044-09-16,16.955,2044,9,16,2044,260,352,25.6931,21.32405,"Santa Barbara"
"9757",2044-09-17,15.3004,2044,9,17,2044,261,353,25.5308,20.4156,"Santa Barbara"
"9758",2044-09-18,16.4635,2044,9,18,2044,262,354,26.7653,21.6144,"Santa Barbara"
"9759",2044-09-19,17.8106,2044,9,19,2044,263,355,29.1208,23.4657,"Santa Barbara"
"9760",2044-09-20,17.9757,2044,9,20,2044,264,356,29.3872,23.68145,"Santa Barbara"
"9761",2044-09-21,15.973,2044,9,21,2044,265,357,27.4014,21.6872,"Santa Barbara"
"9762",2044-09-22,14.118,2044,9,22,2044,266,358,23.5157,18.81685,"Santa Barbara"
"9763",2044-09-23,13.8241,2044,9,23,2044,267,359,23.3305,18.5773,"Santa Barbara"
"9764",2044-09-24,13.891,2044,9,24,2044,268,360,23.9977,18.94435,"Santa Barbara"
"9765",2044-09-25,13.8328,2044,9,25,2044,269,361,23.7173,18.77505,"Santa Barbara"
"9766",2044-09-26,13.1918,2044,9,26,2044,270,362,24.6535,18.92265,"Santa Barbara"
"9767",2044-09-27,15.8712,2044,9,27,2044,271,363,29.409,22.6401,"Santa Barbara"
"9768",2044-09-28,17.3177,2044,9,28,2044,272,364,29.7555,23.5366,"Santa Barbara"
"9769",2044-09-29,17.2854,2044,9,29,2044,273,365,29.4898,23.3876,"Santa Barbara"
"9770",2044-09-30,15.5471,2044,9,30,2044,274,366,28.8358,22.19145,"Santa Barbara"
"9771",2044-10-01,11.3224,2044,10,1,2045,275,1,24.5094,17.9159,"Santa Barbara"
"9772",2044-10-02,11.5185,2044,10,2,2045,276,2,27.6351,19.5768,"Santa Barbara"
"9773",2044-10-03,12.7946,2044,10,3,2045,277,3,30.3174,21.556,"Santa Barbara"
"9774",2044-10-04,14.262,2044,10,4,2045,278,4,29.9081,22.08505,"Santa Barbara"
"9775",2044-10-05,15.9853,2044,10,5,2045,279,5,26.5623,21.2738,"Santa Barbara"
"9776",2044-10-06,17.5609,2044,10,6,2045,280,6,30.1719,23.8664,"Santa Barbara"
"9777",2044-10-07,16.4896,2044,10,7,2045,281,7,30.2831,23.38635,"Santa Barbara"
"9778",2044-10-08,15.6534,2044,10,8,2045,282,8,31.4981,23.57575,"Santa Barbara"
"9779",2044-10-09,15.8414,2044,10,9,2045,283,9,28.6615,22.25145,"Santa Barbara"
"9780",2044-10-10,18.3342,2044,10,10,2045,284,10,29.6394,23.9868,"Santa Barbara"
"9781",2044-10-11,18.3346,2044,10,11,2045,285,11,30.0951,24.21485,"Santa Barbara"
"9782",2044-10-12,18.6959,2044,10,12,2045,286,12,34.7076,26.70175,"Santa Barbara"
"9783",2044-10-13,17.5622,2044,10,13,2045,287,13,31.1109,24.33655,"Santa Barbara"
"9784",2044-10-14,17.9614,2044,10,14,2045,288,14,28.0463,23.00385,"Santa Barbara"
"9785",2044-10-15,17.7334,2044,10,15,2045,289,15,27.7411,22.73725,"Santa Barbara"
"9786",2044-10-16,15.0912,2044,10,16,2045,290,16,26.7267,20.90895,"Santa Barbara"
"9787",2044-10-17,15.0823,2044,10,17,2045,291,17,25.5388,20.31055,"Santa Barbara"
"9788",2044-10-18,12.623,2044,10,18,2045,292,18,24.4759,18.54945,"Santa Barbara"
"9789",2044-10-19,13.0899,2044,10,19,2045,293,19,25.1773,19.1336,"Santa Barbara"
"9790",2044-10-20,13.9029,2044,10,20,2045,294,20,23.1171,18.51,"Santa Barbara"
"9791",2044-10-21,16.6081,2044,10,21,2045,295,21,22.0003,19.3042,"Santa Barbara"
"9792",2044-10-22,14.1339,2044,10,22,2045,296,22,21.3405,17.7372,"Santa Barbara"
"9793",2044-10-23,12.7314,2044,10,23,2045,297,23,22.2544,17.4929,"Santa Barbara"
"9794",2044-10-24,12.9506,2044,10,24,2045,298,24,23.068,18.0093,"Santa Barbara"
"9795",2044-10-25,11.0458,2044,10,25,2045,299,25,24.8323,17.93905,"Santa Barbara"
"9796",2044-10-26,10.4163,2044,10,26,2045,300,26,22.5171,16.4667,"Santa Barbara"
"9797",2044-10-27,11.6026,2044,10,27,2045,301,27,23.6147,17.60865,"Santa Barbara"
"9798",2044-10-28,9.2218,2044,10,28,2045,302,28,25.4379,17.32985,"Santa Barbara"
"9799",2044-10-29,8.4281,2044,10,29,2045,303,29,20.4544,14.44125,"Santa Barbara"
"9800",2044-10-30,3.5775,2044,10,30,2045,304,30,19.6228,11.60015,"Santa Barbara"
"9801",2044-10-31,4.7054,2044,10,31,2045,305,31,23.5291,14.11725,"Santa Barbara"
"9802",2044-11-01,10.6273,2044,11,1,2045,306,32,24.6737,17.6505,"Santa Barbara"
"9803",2044-11-02,9.8736,2044,11,2,2045,307,33,25.3962,17.6349,"Santa Barbara"
"9804",2044-11-03,11.4074,2044,11,3,2045,308,34,24.2706,17.839,"Santa Barbara"
"9805",2044-11-04,11.5661,2044,11,4,2045,309,35,26.4041,18.9851,"Santa Barbara"
"9806",2044-11-05,9.2585,2044,11,5,2045,310,36,29.3625,19.3105,"Santa Barbara"
"9807",2044-11-06,9.3582,2044,11,6,2045,311,37,22.313,15.8356,"Santa Barbara"
"9808",2044-11-07,8.5397,2044,11,7,2045,312,38,20.0184,14.27905,"Santa Barbara"
"9809",2044-11-08,9.5939,2044,11,8,2045,313,39,20.6233,15.1086,"Santa Barbara"
"9810",2044-11-09,8.8571,2044,11,9,2045,314,40,21.2068,15.03195,"Santa Barbara"
"9811",2044-11-10,5.5492,2044,11,10,2045,315,41,21.8709,13.71005,"Santa Barbara"
"9812",2044-11-11,3.3048,2044,11,11,2045,316,42,18.5351,10.91995,"Santa Barbara"
"9813",2044-11-12,2.7442,2044,11,12,2045,317,43,18.7916,10.7679,"Santa Barbara"
"9814",2044-11-13,1.5673,2044,11,13,2045,318,44,18.213,9.89015,"Santa Barbara"
"9815",2044-11-14,1.079,2044,11,14,2045,319,45,18.1484,9.6137,"Santa Barbara"
"9816",2044-11-15,0.9668,2044,11,15,2045,320,46,18.1657,9.56625,"Santa Barbara"
"9817",2044-11-16,4.367,2044,11,16,2045,321,47,20.2703,12.31865,"Santa Barbara"
"9818",2044-11-17,7.4153,2044,11,17,2045,322,48,23.9573,15.6863,"Santa Barbara"
"9819",2044-11-18,4.2929,2044,11,18,2045,323,49,24.777,14.53495,"Santa Barbara"
"9820",2044-11-19,7.9324,2044,11,19,2045,324,50,22.3355,15.13395,"Santa Barbara"
"9821",2044-11-20,8.3533,2044,11,20,2045,325,51,22.6716,15.51245,"Santa Barbara"
"9822",2044-11-21,7.1924,2044,11,21,2045,326,52,22.389,14.7907,"Santa Barbara"
"9823",2044-11-22,6.5927,2044,11,22,2045,327,53,22.5569,14.5748,"Santa Barbara"
"9824",2044-11-23,5.3217,2044,11,23,2045,328,54,22.4432,13.88245,"Santa Barbara"
"9825",2044-11-24,5.7939,2044,11,24,2045,329,55,17.0899,11.4419,"Santa Barbara"
"9826",2044-11-25,6.8195,2044,11,25,2045,330,56,16.3776,11.59855,"Santa Barbara"
"9827",2044-11-26,8.4044,2044,11,26,2045,331,57,17.9353,13.16985,"Santa Barbara"
"9828",2044-11-27,3.3903,2044,11,27,2045,332,58,20.489,11.93965,"Santa Barbara"
"9829",2044-11-28,4.2351,2044,11,28,2045,333,59,22.3028,13.26895,"Santa Barbara"
"9830",2044-11-29,2.8182,2044,11,29,2045,334,60,25.5395,14.17885,"Santa Barbara"
"9831",2044-11-30,2.3146,2044,11,30,2045,335,61,25.1377,13.72615,"Santa Barbara"
"9832",2044-12-01,5.1689,2044,12,1,2045,336,62,26.8386,16.00375,"Santa Barbara"
"9833",2044-12-02,2.7472,2044,12,2,2045,337,63,24.2552,13.5012,"Santa Barbara"
"9834",2044-12-03,4.6238,2044,12,3,2045,338,64,22.6685,13.64615,"Santa Barbara"
"9835",2044-12-04,2.1195,2044,12,4,2045,339,65,18.4898,10.30465,"Santa Barbara"
"9836",2044-12-05,0.7771,2044,12,5,2045,340,66,16.5742,8.67565,"Santa Barbara"
"9837",2044-12-06,3.0753,2044,12,6,2045,341,67,17.4674,10.27135,"Santa Barbara"
"9838",2044-12-07,3.2732,2044,12,7,2045,342,68,20.5221,11.89765,"Santa Barbara"
"9839",2044-12-08,2.4165,2044,12,8,2045,343,69,19.7536,11.08505,"Santa Barbara"
"9840",2044-12-09,1.3174,2044,12,9,2045,344,70,19.4997,10.40855,"Santa Barbara"
"9841",2044-12-10,3.6361,2044,12,10,2045,345,71,17.7912,10.71365,"Santa Barbara"
"9842",2044-12-11,4.1354,2044,12,11,2045,346,72,18.0534,11.0944,"Santa Barbara"
"9843",2044-12-12,4.2255,2044,12,12,2045,347,73,22.8661,13.5458,"Santa Barbara"
"9844",2044-12-13,1.4095,2044,12,13,2045,348,74,22.6789,12.0442,"Santa Barbara"
"9845",2044-12-14,6.611,2044,12,14,2045,349,75,21.5661,14.08855,"Santa Barbara"
"9846",2044-12-15,7.153,2044,12,15,2045,350,76,17.58,12.3665,"Santa Barbara"
"9847",2044-12-16,12.656,2044,12,16,2045,351,77,16.8275,14.74175,"Santa Barbara"
"9848",2044-12-17,11.0033,2044,12,17,2045,352,78,16.7155,13.8594,"Santa Barbara"
"9849",2044-12-18,8.6083,2044,12,18,2045,353,79,16.917,12.76265,"Santa Barbara"
"9850",2044-12-19,7.5871,2044,12,19,2045,354,80,16.1655,11.8763,"Santa Barbara"
"9851",2044-12-20,10.2251,2044,12,20,2045,355,81,15.4002,12.81265,"Santa Barbara"
"9852",2044-12-21,10.5309,2044,12,21,2045,356,82,15.2655,12.8982,"Santa Barbara"
"9853",2044-12-22,8.4579,2044,12,22,2045,357,83,13.3448,10.90135,"Santa Barbara"
"9854",2044-12-23,8.8801,2044,12,23,2045,358,84,16.0924,12.48625,"Santa Barbara"
"9855",2044-12-24,5.093,2044,12,24,2045,359,85,14.8105,9.95175,"Santa Barbara"
"9856",2044-12-25,5.2302,2044,12,25,2045,360,86,11.375,8.3026,"Santa Barbara"
"9857",2044-12-26,5.5453,2044,12,26,2045,361,87,14.0589,9.8021,"Santa Barbara"
"9858",2044-12-27,5.7518,2044,12,27,2045,362,88,17.0772,11.4145,"Santa Barbara"
"9859",2044-12-28,6.2325,2044,12,28,2045,363,89,16.7211,11.4768,"Santa Barbara"
"9860",2044-12-29,8.9919,2044,12,29,2045,364,90,17.8063,13.3991,"Santa Barbara"
"9861",2044-12-30,11.1873,2044,12,30,2045,365,91,15.003,13.09515,"Santa Barbara"
"9862",2044-12-31,7.6568,2044,12,31,2045,366,92,18.0647,12.86075,"Santa Barbara"
"9863",2045-01-01,9.3057,2045,1,1,2045,1,93,19.3369,14.3213,"Santa Barbara"
"9864",2045-01-02,5.7543,2045,1,2,2045,2,94,21.048,13.40115,"Santa Barbara"
"9865",2045-01-03,5.2583,2045,1,3,2045,3,95,19.0249,12.1416,"Santa Barbara"
"9866",2045-01-04,8.6406,2045,1,4,2045,4,96,19.6327,14.13665,"Santa Barbara"
"9867",2045-01-05,9.3677,2045,1,5,2045,5,97,18.653,14.01035,"Santa Barbara"
"9868",2045-01-06,5.1261,2045,1,6,2045,6,98,22.5245,13.8253,"Santa Barbara"
"9869",2045-01-07,5.944,2045,1,7,2045,7,99,20.8615,13.40275,"Santa Barbara"
"9870",2045-01-08,5.8943,2045,1,8,2045,8,100,18.0265,11.9604,"Santa Barbara"
"9871",2045-01-09,5.563,2045,1,9,2045,9,101,13.068,9.3155,"Santa Barbara"
"9872",2045-01-10,6.5702,2045,1,10,2045,10,102,14.2631,10.41665,"Santa Barbara"
"9873",2045-01-11,8.2466,2045,1,11,2045,11,103,16.8383,12.54245,"Santa Barbara"
"9874",2045-01-12,7.9134,2045,1,12,2045,12,104,17.2435,12.57845,"Santa Barbara"
"9875",2045-01-13,5.8548,2045,1,13,2045,13,105,14.8611,10.35795,"Santa Barbara"
"9876",2045-01-14,6.2961,2045,1,14,2045,14,106,17.3082,11.80215,"Santa Barbara"
"9877",2045-01-15,5.9178,2045,1,15,2045,15,107,19.8009,12.85935,"Santa Barbara"
"9878",2045-01-16,4.5256,2045,1,16,2045,16,108,18.1211,11.32335,"Santa Barbara"
"9879",2045-01-17,5.8907,2045,1,17,2045,17,109,20.662,13.27635,"Santa Barbara"
"9880",2045-01-18,5.5063,2045,1,18,2045,18,110,15.9863,10.7463,"Santa Barbara"
"9881",2045-01-19,6.8372,2045,1,19,2045,19,111,17.1564,11.9968,"Santa Barbara"
"9882",2045-01-20,4.4998,2045,1,20,2045,20,112,15.5147,10.00725,"Santa Barbara"
"9883",2045-01-21,4.8104,2045,1,21,2045,21,113,14.1941,9.50225,"Santa Barbara"
"9884",2045-01-22,8.4194,2045,1,22,2045,22,114,16.0384,12.2289,"Santa Barbara"
"9885",2045-01-23,8.5643,2045,1,23,2045,23,115,17.2818,12.92305,"Santa Barbara"
"9886",2045-01-24,7.7885,2045,1,24,2045,24,116,19.7108,13.74965,"Santa Barbara"
"9887",2045-01-25,5.5354,2045,1,25,2045,25,117,20.9194,13.2274,"Santa Barbara"
"9888",2045-01-26,4.3275,2045,1,26,2045,26,118,21.2733,12.8004,"Santa Barbara"
"9889",2045-01-27,5.3649,2045,1,27,2045,27,119,20.0245,12.6947,"Santa Barbara"
"9890",2045-01-28,4.7972,2045,1,28,2045,28,120,20.9855,12.89135,"Santa Barbara"
"9891",2045-01-29,5.8415,2045,1,29,2045,29,121,19.6375,12.7395,"Santa Barbara"
"9892",2045-01-30,6.9914,2045,1,30,2045,30,122,19.4881,13.23975,"Santa Barbara"
"9893",2045-01-31,6.4669,2045,1,31,2045,31,123,19.652,13.05945,"Santa Barbara"
"9894",2045-02-01,5.3952,2045,2,1,2045,32,124,22.6596,14.0274,"Santa Barbara"
"9895",2045-02-02,9.403,2045,2,2,2045,33,125,23.465,16.434,"Santa Barbara"
"9896",2045-02-03,12.7507,2045,2,3,2045,34,126,19.1804,15.96555,"Santa Barbara"
"9897",2045-02-04,10.9323,2045,2,4,2045,35,127,20.787,15.85965,"Santa Barbara"
"9898",2045-02-05,12.3833,2045,2,5,2045,36,128,23.9942,18.18875,"Santa Barbara"
"9899",2045-02-06,13.1414,2045,2,6,2045,37,129,22.7061,17.92375,"Santa Barbara"
"9900",2045-02-07,14.1035,2045,2,7,2045,38,130,23.8348,18.96915,"Santa Barbara"
"9901",2045-02-08,7.2285,2045,2,8,2045,39,131,23.7381,15.4833,"Santa Barbara"
"9902",2045-02-09,3.891,2045,2,9,2045,40,132,22.279,13.085,"Santa Barbara"
"9903",2045-02-10,10.1218,2045,2,10,2045,41,133,17.6716,13.8967,"Santa Barbara"
"9904",2045-02-11,11.1401,2045,2,11,2045,42,134,18.4743,14.8072,"Santa Barbara"
"9905",2045-02-12,10.456,2045,2,12,2045,43,135,18.827,14.6415,"Santa Barbara"
"9906",2045-02-13,9.2807,2045,2,13,2045,44,136,20.8265,15.0536,"Santa Barbara"
"9907",2045-02-14,12.0118,2045,2,14,2045,45,137,21.3697,16.69075,"Santa Barbara"
